sample_id,news_id,symbol,company,published_date,source,url,title,event_type,event_type_detail,sentiment,impact_level,affected_scope,confidence,labeling_method,reason,symbol_evidence,relation_directness,entity_tier,semantic_release_group,semantic_quality_tier,evidence_completeness_score,manual_review_priority,semantic_correctness_status,default_semantic_query_enabled
178e0a958f03ed04908a,e2d86c49664a7b27c02e0ba6bcacf0c2,CTG,Ngân hàng TMCP Công Thương Việt Nam,2019-04-10,CafeF,https://cafef.vn/vietinbank-securities-dat-ke-hoach-loi-nhuan-truoc-thue-215-ty-dong-tang-ty-le-co-tuc-len-12-20190410101627057.chn,"Vietinbank Securities đặt kế hoạch lợi nhuận trước thuế 215 tỷ đồng, tăng tỷ lệ cổ tức lên 12%",CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_ALIAS; score=11; event=DIVIDEND; symbol=CTG,TITLE_ALIAS|BODY_ALIAS,TITLE_ENTITY_MENTION,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
2d936e6a7a57a25ca31a,36afe7a1d64dfde6f3eb35ea26a92aa2,FPT,Công ty Cổ phần FPT,2019-04-17,CafeF,https://cafef.vn/lai-rong-quy-1-2019-cua-fpt-tang-23-nho-khoi-cong-nghe-tang-truong-manh-me-20190417104835254.chn,Lãi ròng quý 1/2019 của FPT tăng 23% nhờ khối công nghệ tăng trưởng mạnh mẽ,BUSINESS_RESULT,PROJECT_EXPANSION,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=PROJECT_EXPANSION; symbol=FPT,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
ef574d97339e062d7937,74db602b932b4b086bed477fb0371a37,VND,Công ty Cổ phần Chứng khoán VNDIRECT,2019-04-17,CafeF,https://cafef.vn/vndirect-su-lac-quan-khong-keo-dai-sang-nua-cuoi-nam-vn-index-ket-thuc-nam-2019-o-vung-990-diem-20190417092707567.chn,"VNDIRECT: “Sự lạc quan không kéo dài sang nửa cuối năm, VN-Index kết thúc năm 2019 ở vùng 990 điểm”",BUSINESS_RESULT,PROJECT_EXPANSION,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_ALIAS; score=11; event=PROJECT_EXPANSION; symbol=VND,TITLE_ALIAS|BODY_ALIAS,TITLE_ENTITY_MENTION,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
92065d901a5a6633674a,0ef1cdc20d27345331ff5baacbcc3e5c,VHC,Công ty Cổ phần Vĩnh Hoàn,2019-04-22,CafeF,https://cafef.vn/vinh-hoan-vhc-lai-rong-307-ty-dong-trong-quy-1-2019-gap-3-lan-cung-ky-nam-truoc-2019042215473429.chn,"Vĩnh Hoàn (VHC) lãi ròng 307 tỷ đồng trong quý 1/2019, gấp 3 lần cùng kỳ năm trước",BUSINESS_RESULT,PROFIT_DECLINE,NEGATIVE,HIGH,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=24; event=PROFIT_DECLINE; symbol=VHC,TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
3761869eaf9f7030d807,63a91f53aa7b01631a1bb94a12890dd6,GAS,Tổng Công ty Khí Việt Nam,2019-04-22,CafeF,https://cafef.vn/gas-petrolimex-pgc-dat-muc-tieu-lntt-di-ngang-uoc-dat-192-ty-dong-trong-nam-2019-20190422110725289.chn,"Gas Petrolimex (PGC) đặt mục tiêu LNTT đi ngang, ước đạt 192 tỷ đồng trong năm 2019",CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=DIVIDEND; symbol=GAS,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
a408516a3700744c3bcb,63a91f53aa7b01631a1bb94a12890dd6,PLX,Tập đoàn Xăng dầu Việt Nam,2019-04-22,CafeF,https://cafef.vn/gas-petrolimex-pgc-dat-muc-tieu-lntt-di-ngang-uoc-dat-192-ty-dong-trong-nam-2019-20190422110725289.chn,"Gas Petrolimex (PGC) đặt mục tiêu LNTT đi ngang, ước đạt 192 tỷ đồng trong năm 2019",CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_ALIAS|BODY_ALIAS; score=11; event=DIVIDEND; symbol=PLX,TITLE_ALIAS|BODY_ALIAS,TITLE_ENTITY_MENTION,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
0182b9b854be0143fa8a,0f22764baf2ba38a45c1eed35b56beb1,VHM,Công ty Cổ phần Vinhomes,2019-04-23,CafeF,https://cafef.vn/vinhomes-lai-rong-2540-ty-dong-trong-quy-1-20190423085329088.chn,VinHomes lãi ròng 2.540 tỷ đồng trong quý 1,OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=VHM,TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_ENTITY_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
c95233c14b96b13cb08c,10f38c4b3a77bfc592653aebb7bc47bb,PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,2019-04-27,CafeF,https://cafef.vn/pvd-lo-93-ty-dong-trong-quy-1-van-con-gan-280-ty-dong-no-xau-tu-nhom-pvep-20190427160943575.chn,"PVD lỗ 93 tỷ đồng trong quý 1, vẫn còn gần 280 tỷ đồng nợ xấu từ nhóm PVEP",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=PVD,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
be8a7edb2d1285eba4fe,79721f750f1e62e9d7a88f9977ea1c45,PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,2019-05-11,CafeF,https://cafef.vn/thua-lo-quy-1-nhung-co-phieu-van-tang-phi-ma-dieu-gi-dang-dien-ra-voi-pvd-20190511102810742.chn,"Thua lỗ quý 1 nhưng cổ phiếu vẫn tăng “phi mã”, điều gì đang diễn ra với PVD?",BUSINESS_RESULT,PROFIT_DECLINE,NEGATIVE,HIGH,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=PROFIT_DECLINE; symbol=PVD,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
92f2eafe59fe8750b059,0ebe0a65e1b1e20443b6ac483ea84752,KDH,Công ty Cổ phần Đầu tư và Kinh doanh Nhà Khang Điền,2019-05-17,CafeF,https://cafef.vn/khang-dien-kdh-du-kien-phat-hanh-hon-130-trieu-co-phieu-tra-co-tuc-co-phieu-esop-va-chia-co-phieu-thuong-2019051710393264.chn,"Khang Điền (KDH) dự kiến phát hành hơn 130 triệu cổ phiếu trả cổ tức, cổ phiếu ESOP và chia cổ phiếu thưởng",CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=24; event=DIVIDEND; symbol=KDH,TITLE_TICKER|TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
8b86035aecf571c080f0,82690db615824eb1b8265d8f7a577d09,ANV,Công ty Cổ phần Nam Việt,2019-05-18,CafeF,https://cafef.vn/dhdcd-thuy-san-nam-viet-anv-da-xuat-lo-hang-thu-nghiem-cho-dot-por16-cua-my-khi-nao-xong-du-an-binh-phu-se-tinh-den-phan-phoi-qua-alibaba-20190517171945296.chn,"ĐHĐCĐ Thuỷ sản Nam Việt (ANV): Đã xuất lô hàng thử nghiệm cho đợt POR16 của Mỹ, khi nào xong dự án Bình Phú sẽ tính đến phân phối qua Alibaba",CORPORATE_ACTION,DIVIDEND,POSITIVE,MODERATE,STOCK_SPECIFIC,HIGH,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=24; event=DIVIDEND; symbol=ANV,TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,INFORMATIVE_CANDIDATE,EXPERIMENTAL_INFORMATIVE_UNVALIDATED,100,HIGH,NOT_INDEPENDENTLY_VALIDATED,True
0bde42db535e543520e7,e37a4defea24ebdb3b8c8025e1845c96,HPG,Công ty Cổ phần Tập đoàn Hòa Phát,2019-05-18,CafeF,https://cafef.vn/hbc-hpg-skg-vhc-lgc-mwg-bha-bws-pro-agp-hfs-vnt-pot-thong-tin-giao-dich-luong-lon-co-phieu-20190517230215187.chn,"HBC, HPG, SKG, VHC, LGC, MWG, BHA, BWS, PRO, AGP, HFS, VNT, POT: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=HPG,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
bbc87f7e79db4660292d,e37a4defea24ebdb3b8c8025e1845c96,MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,2019-05-18,CafeF,https://cafef.vn/hbc-hpg-skg-vhc-lgc-mwg-bha-bws-pro-agp-hfs-vnt-pot-thong-tin-giao-dich-luong-lon-co-phieu-20190517230215187.chn,"HBC, HPG, SKG, VHC, LGC, MWG, BHA, BWS, PRO, AGP, HFS, VNT, POT: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=MWG,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
6f71d696b71a4541df2b,e37a4defea24ebdb3b8c8025e1845c96,VHC,Công ty Cổ phần Vĩnh Hoàn,2019-05-18,CafeF,https://cafef.vn/hbc-hpg-skg-vhc-lgc-mwg-bha-bws-pro-agp-hfs-vnt-pot-thong-tin-giao-dich-luong-lon-co-phieu-20190517230215187.chn,"HBC, HPG, SKG, VHC, LGC, MWG, BHA, BWS, PRO, AGP, HFS, VNT, POT: Thông tin giao dịch lượng lớn cổ phiếu",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT; score=17; event=OTHER; symbol=VHC,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
7b4dee4005ed79a6d536,0e3c918ed8b7f289200d27abb1866554,HPG,Công ty Cổ phần Tập đoàn Hòa Phát,2019-05-19,CafeF,https://cafef.vn/tuan-13-17-5-khoi-ngoai-ban-rong-hon-1050-ty-dong-vhm-va-hpg-la-tam-diem-20190519091931828.chn,"Tuần 13-17/5: Khối ngoại bán ròng hơn 1.050 tỷ đồng, VHM và HPG là tâm điểm",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=HPG,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
3acedf8321f434def55a,0e3c918ed8b7f289200d27abb1866554,VHM,Công ty Cổ phần Vinhomes,2019-05-19,CafeF,https://cafef.vn/tuan-13-17-5-khoi-ngoai-ban-rong-hon-1050-ty-dong-vhm-va-hpg-la-tam-diem-20190519091931828.chn,"Tuần 13-17/5: Khối ngoại bán ròng hơn 1.050 tỷ đồng, VHM và HPG là tâm điểm",OTHER,OTHER,NEUTRAL,LOW,STOCK_SPECIFIC,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,WEAK_RULE_V3; tier=HIGH_PRECISION; entity=TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT; score=13; event=OTHER; symbol=VHM,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,TITLE_TICKER_WITH_TARGET_CONTEXT,HIGH_PRECISION,FALLBACK_QUARANTINE,FALLBACK_NO_EVENT_DETECTED,80,MEDIUM,NOT_INDEPENDENTLY_VALIDATED,False
